text,label
"
I think that's an insightful comment.   Especially when at the
same time we have people like Bill ""Projector"" Conner complaining
that we are posting parodies.",0
".. 

These seem hardly like the groups to discuss this in, but HUH??? 
All legitimate power to enforce these rights derives from the consent 
of the governed, not from no steenkin' piece of paper.  Civilized gov'mnt 
is not an autonomous computer program, it's interactive.  The Constitution 
was made by the people and can be trashed by us - it ain't no sacred 
scripture from which rights flow.  Our 'rights' come from our souls. 
And I sure didn't see any request to vote on trashing the sky.  
Again - my opinion only - we keep our rights by using them, not going to 
some court.  

",2
"

	We only need to ask the question: what did the founding fathers 
consider cruel and unusual punishment?

	Hanging? Hanging there slowing being strangled would be very 
painful, both physically and psychologicall, I imagine.

	Firing squad ? [ note: not a clean way to die back in those 
days ], etc. 

	All would be considered cruel under your definition.
	All were allowed under the constitution by the founding fathers.

--- 

        "" Whatever promises that have been made can than be broken. """,0
"The Hawks won the Norris div, and sealed their fate.  It's bad luck
to win the Norris.  The Hawks will sweep the Blues in their dreams but will
lose in 6 in reality.  I predict that in the 6 game with the Blues Belfour
will go down on his knees 7000 time s and will spend the rest of the time 
looking behind him self.  Butcher will pound Roenick and The warthawks have
no one tough enough to prevent it",1
,2
"
His designated point-getter remarks were not only meant for Lemieux,
but for Gretzky, Bure, etc. etc. .... and he made those particular
remarks last December before Lemieux was diagnosed with Hodgkin's,
and as the Leafs started their second half roll, and before
Gilmour's great season was being recognized by many people.",1
"
M(--> were doomed to 4'th in the division.  I'm still not convinced the
M(--> Sabres will win this series (I've lived in Buffalo all my life, and
M(--> these last 10 years have been playoff Hell), but I'm just sitting
M(--> back, crossing my fingers and hoping the offense can keep scoring

Have no fear, Doug, the Bruins are toast. Statistically, only 2 teams 
in **all** the Stanley Cup series ever played have come back to win. 
And it couldn't have happened to a nicer team, with all the crowing 
from Boston fans I've had to endure over the last month. 

Take heart, Bruins fans. At least you finished first in the Adams 
<sinister chuckle>.

- Jack

 * Laugh and the world thinks you're an idiot.",1
"I know people hate it when someone says somethings like ""there was an article 
about that somewhere a while ago"" but I'm going to say it anyway.  I read an
article on this subject, almost certainly in Space News, and something like
six months ago.  If anyone is really interested in the subject I can probably
hunt it down given enough motivation.",2
"
   From: ""Phil G. Fraering"" <pgf@srl03.cacs.usl.edu>

   > Finally: this isn't the Bronze Age, [..]
   > please try to remember that there are more human activities than
   > those practiced by the Warrior Caste, the Farming Caste, and the
   > Priesthood.

   Right, the Profiting Caste is blessed by God, and may 
    freely blare its presence in the evening twilight ..

The Priesthood has never quite forgiven
the merchants (aka Profiting Caste [sic])
for their rise to power, has it?

;-)",2
"
How 'bout some more info on that alleged supernova in M-81?
I might just break out the scope for this one.
____________________________________________________
""No sir, I don't like it! ""-- Mr. Horse
Dan Kelo     dkelo@pepvax.pepperdine.edu
____________________________________________________
",2
"
[re. Conner's questioning of the blissful afterlife as a reason why many
joined the early Xian church]


Do you mean Hyam Maccoby's _The Mythmaker_?
",0
"
It's not quite what you were asking, but a few years ago I helped some EE
remote sensing people run some experiments on the microwave emmissivity of
ice; they used the sky for a background calibration source.  They said that
from Earth's surface the sky looks like a 60K blackbody.
",2
"The SDIO has ""contracted"" with the NRL (Naval Research Laboratory) to fly the Clementine Mission.  BTW we call it DSPSE (Deep Space Project Science Experiment).

The NRL is building the spacecraft, designing the detailed mission and doing the
integration and operations (with help from, JPL & Goddard & prob. some folks I
have left out...don't be mad).

I am on the TAMP (Trajectory Analysis & Mission Planning) team and am responsable
for the IV&V of the traj that Goddard/CSC are designing.

As for why SDIO is doing it, some of the reasons are:

   1)  the safety constraints are too tight to try to run the LIDAR in LEO

   2)  in LEO we don't get any new radiation data on the sensors, we will get
       that data on our 9 passages through the Van Allen (sp?) Belts

   3)  since we are going out there...why not piggy-back some general science

   4)  the intercept problem is a lot easied over LONG distances and LONG times

I am sure there are some things I have forgotten, and some I haven't been told
but, those are the reasons we all talk about.

-- 
",2
"
Being what?  Oh, _weird_.  OK, I'm warned!


Keep watch for what?


Oh, the several tens (or hundreds) of millions of dollars it would cost
to ""record things"" there.  And I'd prefer a manned mission, anyway.


We've already got a pretty good platform to ""scan"" the solar
system, as well as SETI and looking at the galaxy without having
much of the solar system to worry about..
Care to guess where it is?

Shag

-- ",2
"

Uh, no. These burst detectors are just that, burst detectors.
They have no angular resolution.

Now a network of burst detectors could have angular resolution,
but we do not have a decent set of different networks at the distances
neccesary from each other to determine if they're happening in the oort
cloud or not.

We have one network, and trying to make two networks out of it
degrades what angular resolution we have.",2
"Philadelphia                     1 2 4--7
Buffalo                          0 3 1--4
First period
     1, Philadelphia, Recchi 52 (Galley, Lindros) 0:18.
Second period
     2, Philadelphia, Hawgood 11 (Dineen, Eklund) pp, 2:15.
     3, Philadelphia, Dineen 33 (McGill) sh, 5:40.
     4, Buffalo, Barnaby 1 (Hawerchuk, Smehlik) pp, 7:48.
     5, Buffalo, Wood 18 (LaFontaine, Ledyard) pp, 17:34.
     6, Buffalo, Mogilny 75 (Hawerchuk, Carney) pp, 18:56.
Third period
     7, Philadelphia, Eklund 11 (Dineen, Beranek) 4:42.
     8, Buffalo, Mogilny 76 (Errey, LaFontaine) 5:24.
     9, Philadelphia, Dineen 34 (Brind'Amour) pp, 6:44.
     10, Philadelphia, Dineen 35 (Brind'Amour, Galley) sh, 8:39.
     11, Philadelphia, Acton 8 (Dineen, Brind'Amour) 19:48.

Philadelphia: 7    Power play: 5-2   Special goals:  pp: 2  sh: 2  Total: 4
Scorer            G    A   Pts
---------------  ---  ---  ---
Acton              1    0    1
Beranek            0    1    1
Brind'Amour        0    3    3
Dineen             3    3    6
Eklund             1    1    2
Galley             0    2    2
Hawgood            1    0    1
Lindros            0    1    1
McGill             0    1    1
Recchi             1    0    1

Buffalo: 4    Power play: 10-3
Scorer            G    A   Pts
---------------  ---  ---  ---
Barnaby            1    0    1
Carney             0    1    1
Errey              0    1    1
Hawerchuk          0    2    2
LaFontaine         0    2    2
Ledyard            0    1    1
Mogilny            2    0    2
Smehlik            0    1    1
Wood               1    0    1

-----------------------------------------
Minnesota                        1 1 1--3
Detroit                          0 2 3--5
First period
     1, Minnesota, McPhee 18 (Ludwig) 1:23.
Second period
     2, Minnesota, Dahlen 34 (Courtnall, Gagner) pp, 0:31.
     3, Detroit, Drake 18 (Howe, Ogrodnick) 9:14.
     4, Detroit, Ysebaert 34 (Lidstrom, Howe) pp, 17:37.
Third period
     5, Detroit, Ciccarelli 41 (Coffey, Chiasson) pp, 0:32.
     6, Detroit, Kennedy 19 (Burr, Probert) 3:42.
     7, Detroit, Yzerman 58 (Ciccarelli, Gallant) 6:17.
     8, Minnesota, Dahlen 35 (Courtnall, Gagner) 19:11.

Detroit: 5    Power play: 4-2
Scorer            G    A   Pts
---------------  ---  ---  ---
Burr               0    1    1
Chiasson           0    1    1
Ciccarelli         1    1    2
Coffey             0    1    1
Drake              1    0    1
Gallant            0    1    1
Howe               0    2    2
Kennedy            1    0    1
Lidstrom           0    1    1
Ogrodnick          0    1    1
Probert            0    1    1
Ysebaert           1    0    1
Yzerman            1    0    1

Minnesota: 3    Power play: 2-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Courtnall          0    2    2
Dahlen             2    0    2
Gagner             0    2    2
Ludwig             0    1    1
McPhee             1    0    1

-----------------------------------------
Edmonton                         0 0 0--0
Winnipeg                         1 2 0--3
First period
     1, Winnipeg, Shannon 20 (Steen, Davydov) pp, 2:08.
Second period
     2, Winnipeg, Selanne 76 (Olausson) 5:25.
     3, Winnipeg, Zhamnov 25 (Selanne) 19:42.
Third period
     No scoring.

Winnipeg: 3    Power play: 6-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Davydov            0    1    1
Olausson           0    1    1
Selanne            1    1    2
Shannon            1    0    1
Steen              0    1    1
Zhamnov            1    0    1

Edmonton: 0    Power play: 3-0
No scoring

-----------------------------------------
Toronto                          1 1 0--2
Chicago                          0 2 1--3
First period
     1, Toronto, Baumgartner 1 (unassisted) 18:40.
Second period
     2, Chicago, Roenick 50 (Murphy, Chelios) 1:29.
     3, Toronto, Andreychuk 55 (Mironov, Lefebvre) 13:22.
     4, Chicago, Murphy 7 (Roenick, Chelios) pp, 19:05.
Third period
     5, Chicago, Matteau 15 (unassisted) 10:51.
Error: Power play goal mismatch. Assuming calc value.
Error: Team: Toronto  Calc: 0  Read: 1

Chicago: 3    Power play: 7-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Chelios            0    2    2
Matteau            1    0    1
Murphy             1    1    2
Roenick            1    1    2

Toronto: 2    Power play: 3-0
Scorer            G    A   Pts
---------------  ---  ---  ---
Andreychuk         1    0    1
Baumgartner        1    0    1
Lefebvre           0    1    1
Mironov            0    1    1

-----------------------------------------
First period
     1, St Louis, Shanahan 50 (Brown, Felsner) 10:44.
     2, St Louis, Miller 23 (Bassen, Brown) 19:38.
     3, St Louis, Bassen 8 (Zombo) 19:48.
Second period
     4, St Louis, Bassen 9 (Hedican, Miller) 0:14.
     5, St Louis, Miller 24 (Zombo, Hedican) 11:09.
     6, Tampa Bay, Maltais 7(Hamrlik) 11:27.
     7, Tampa Bay, Bergland 3 (Hervey, Gilhen) 17:16.
     8, St Louis, Shanahan 51 (Emerson) 19:38.
Third period
     9, Tampa Bay, Creighton 19 (Bergland, Bergevin) 0:40.
     10, Tampa Bay, Chambers 10 (Zamuner, Cole) 10:37.
     11, Tampa Bay, Cole 12 (Beers, Bradley) 11:58.

St Louis: 6    Power play: 4-0
Scorer            G    A   Pts
---------------  ---  ---  ---
Bassen             2    1    3
Brown              0    2    2
Emerson            0    1    1
Felsner            0    1    1
Hedican            0    2    2
Miller             2    1    3
Shanahan           2    0    2
Zombo              0    2    2

Tampa Bay: 5    Power play: 3-0
Scorer            G    A   Pts
---------------  ---  ---  ---
Beers              0    1    1
Bergevin           0    1    1
Bergland           1    1    2
Bradley            0    1    1
Chambers           1    0    1
Cole               1    1    2
Creighton          1    0    1
Gilhen             0    1    1
Hamrlik            0    1    1
Hervey             0    1    1
Maltais            1    0    1
Zamuner            0    1    1

-----------------------------------------
San Jose                         0 1 2--3
Calgary                          0 4 3--7
First period
     No scoring.
Second period
     1, San Jose, Garpenlov 22 (Odgers, Gaudreau) pp, 3:37.
     2, Calgary, Nieuwendyk 38 (MacInnis, Suter) pp, 5:26.
     3, Calgary, Ranheim 21 (Otto, Suter) 10:43.
     4, Calgary, Yawney 1 (Nieuwendyk, Roberts) 11:26.
     5, Calgary, Berube 4 (Paslawski, Skrudland) 13:45.
Third period
     6, San Jose, Wood 1 (Odgers, Kisio) 8:00.
     7, Calgary, Reichel 40 (unassisted) 9:26.
     8, Calgary, Roberts 38 (Musil, Paslawski) pp, 12:27.
     9, San Jose, Kisio 26 (unassisted) 13:10.
     10, Calgary, Paslawski 18 (Ashton, Stern) 16:16.

Calgary: 7    Power play: 4-2
Scorer            G    A   Pts
---------------  ---  ---  ---
Ashton             0    1    1
Berube             1    0    1
MacInnis           0    1    1
Musil              0    1    1
Nieuwendyk         1    1    2
Otto               0    1    1
Paslawski          1    2    3
Ranheim            1    0    1
Reichel            1    0    1
Roberts            1    1    2
Skrudland          0    1    1
Stern              0    1    1
Suter              0    2    2
Yawney             1    0    1

San Jose: 3    Power play: 3-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Garpenlov          1    0    1
Gaudreau           0    1    1
Kisio              1    1    2
Odgers             0    2    2
Wood               1    0    1

-----------------------------------------
Vancouver                        1 2 5--8
Los Angeles                      2 3 1--6
First period
     1, Los Angeles, Robitaille 63 (Gretzky, Sandstrom) 1:39.
     2, Vancouver, Babych 3 (Craven, Nedved) pp, 9:43.
     3, Los Angeles, Sandstrom 25 (Gretzky, Robitaille) 10:06.
Second period
     4, Vancouver, Linden 32 (Ronning, Courtnall) pp, 0:54.
     5, Vancouver, Ward 22 (Hunter, Nedved) 1:24.
     6, Los Angeles, Gretzky 16 (Sandstrom, Robitaille) 6:57.
     7, Los Angeles, Zhitnik 12 (Kurri, Robitaille) pp, 14:02.
     8, Los Angeles, Millen 23 (Hardy) pp, 16:57.
Third period
     9, Vancouver, Ronning 27 (Dirk) 5:28.
     10, Vancouver, Ronning 28 (Courtnall, Linden) pp, 11:15.
     11, Vancouver, Linden 33 (Courtnall, Ronning) 11:27.
     12, Los Angeles, Donnelly 29 (Millen, Granato) pp, 14:35.
     13, Vancouver, Courtnall 31 (Ronning, Ratushny) 14:54.
     14, Vancouver, Ronning 29 (Linden, Diduck) en, 18:47.

Vancouver: 8    Power play: 6-3   Special goals:  pp: 3  en: 1  Total: 4
Scorer            G    A   Pts
---------------  ---  ---  ---
Babych             1    0    1
Courtnall          1    3    4
Craven             0    1    1
Diduck             0    1    1
Dirk               0    1    1
Hunter             0    1    1
Linden             2    2    4
Nedved             0    2    2
Ratushny           0    1    1
Ronning            3    3    6
Ward               1    0    1

Los Angeles: 6    Power play: 10-3
Scorer            G    A   Pts
---------------  ---  ---  ---
Donnelly           1    0    1
Granato            0    1    1
Gretzky            1    2    3
Hardy              0    1    1
Kurri              0    1    1
Millen             1    1    2
Robitaille         1    3    4
Sandstrom          1    2    3
Zhitnik            1    0    1
",1
"

Yup. Then again, there are lots of foreign-born players on the Canadian
national soccer team so the Brits give something back to you in the end:-)
---
For the record, former NY Rangers coach Ted ""Darth"" Sator recently led
Lion Milan (Jari Kurri's former team, only the nickname's changed
[Devils->Lion]) to their second straight Italian championship. They made the
European Final Four last autumn after losing to Swedish champs Malmo in the
semis...and accomplished this feat using FIFTEEN Canadian-born players!! Mamma
mia!

MARCU$",1
"


	They did the rollout already??!?  I am going to have to pay more
attention to the news.  Are any of the gifs headed for wuarchive??
 

Patrick

",2
"Oh, excuse me for wasting the bandwidth, but I was referring to 
the original incident, not the recent skirmish which occurred
this past month. 
",1
"Hi there, I can't seem to get mail to you. Can you tell me your entire
adress, or even your dotted decimal address?

   (ie. 131.202.3.10)

   Thanks,
           rocket@calvin.cs.unb.ca 

-- ",1
"
What can you expect from a buffoon who said that the Pens should have
drafted Kirk Muller instead of Mario Lemieux?  

Perhaps once upon a time Don Cherry had some insight into the game of
hockey, but he's really degenerated into a parody of himself.",1
"
m> The latest news seems to be that Koresh will give himself up once he's
m> finished writing a sequel to the Bible.

Also, it's the 16th now.  Can the Feds get him on tax evasion?  I don't
remember hearing about him running to the Post Office last night.
",0
"Hello netters,

   I'm new to this board and I thought this might be the best place
for my post.  I have a question regarding satellite technology seen
in the movie Patriot Games.  In the movies, the CIA utilizes its
orbitting sats to pinpoint a specific terrorist camp in N Africa.
The photos taken by the sats are stunning!  I know that sats are
capable of photographing the license plates of vehicles.  My
question is this:  The camp in question was taken out by the
British SAS.  And while the SAS was in action, the CIA team was
watching in the warroom back in Langley, VA.  The action of the SAS
was clear and appeared to be relayed via a sat.  The action was at
night and the photography appeared to be an x-ray type.  That is,
one could see the action within the tents/structures of the camp.
Does such techology exist and what is it's nature?  i.e., UV, IR,
x-ray, etc.

PS  Who wrote the book Patriot Games?",2
"Stuff deleted

All five schools of law (to the best of my knowledge) support the
death sentence for apostasy WHEN it is accompanied by open, persistent,
and aggravated hostility to Islam. Otherwise
I agree, there is no legal support for punishment of disbelief.
The Qur'an makes it clear that belief is a matter of conscience. Public
or private disavowal of Islam or conversion to another faith is not
punishable (there are some jurists who have gone against this
trend and insisted that apostasy is punishable (even by death) - but
historically they are the exception.

Cursing and Insulting the Prophets falls under the category of ""Shatim"".
",0
"



You may want to put Hubble back in the payload bay for a reboost,
and you don't want to clip off the panels each time.

For the Gamma-Ray Observatory, one of the design requirements was that
there be no stored-energy mecahnisms (springs, explosive squibs, gas shocks,
etc.) used for deployment.  This was partially so that everything could
be reeled back in to put it back in the payload bay, and partially for
safety considerations.  (I've heard that the wings on a cruise missile
would cut you in half if you were standing in their swath when they opened.)

Back when the shuttle would be going up every other day with a cost to
orbit of $3.95 per pound :-), everybody designed things for easy servicing.
",2
"

My first thought is Ross Perot.  After further consideration, I think he'd
be more likely to try to win it...but come in a disappointing third.

Try Bill Gates.  Try Sam Walton's kids.

Matt",2
"Well, I will have to change the scoring on my playoff pool.  Unfortunately
I don't have time right now, but I will certainly post the new scoring
rules by tomorrow.  Does it matter?  No, you'll enter anyway!!!  Good!

--
    Keith Keller				LET'S GO RANGERS!!!!!
						LET'S GO QUAKERS!!!!!
	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!",1
"
True, all you need to define is one statement that defined one
polarity, and all the other states are considered the other
polarity. Then again what is the meaning of nil, false or true :-) ?

Cheers,
Kent",0
"an image of the moon has been caught in a weather satellite images of the earth.
it appears in both the 0430-1500UT ir and visual images of the earth.
the GIF images can be down loaded from vmd.cso.uiuc.edu and are named
CI043015.GIF and CV043015.GIF for the IR and visual images respectively.

pretty cool pictures;  in the ir it's saturated but in the visual image
details on the moon are viewable.

the moon is not in the 1400UT images.
",2
"


Depends. If you assume the existance of a working SSTO like DC, on billion
$$ would be enough to put about a quarter million pounds of stuff on the
moon. If some of that mass went to send equipment to make LOX for the
transfer vehicle, you could send a lot more. Either way, its a lot
more than needed.

This prize isn't big enough to warrent developing a SSTO, but it is
enough to do it if the vehicle exists.

  Allen
",2
" 
",0
"

Gee, since you ignored the entire substance of my substantial
post, you got a lot of nerve claiming that I don't understand
what's being talked about.

Respond to the previous post or shut the fuck up.  You're
really annoying.


-- 
Maddi Hausmann                       madhaus@netcom.com
Centigram Communications Corp        San Jose California  408/428-3553",0
"




Didn't one of the early jet fighters have these?
I also think the germans did some work on these in WWII.


A lot of this was also done by the military...


Weren't the first microwave landing systems from WWII too?


Egad! I'm disagreeing with Mary Shafer!",2
"
[....]

Thanks Jon.  I had forgotten about the 1912 and 1927 invasions (if I had
ever learned of them.  I mean I *really* forgot!)  But I read the context
as more recent, such as when the Sandinistas were expecting an ""imminent""
invasion from the U.S. which never happened.

I stand corrected.  Thanks.


I remembered this one.  This one and Bush's invasion were the two I
mentioned above.  Good ol' Teddy R.-- he knew how to get things done!


Regards,",0
"Okay, here's the entry sheet.  Keep in mind that not all spots are
decided, so it may change.

     Series  			Your Pick		Games

  Division Semis

NY Islanders-Pittsburgh
New Jersey-Washington

Buffalo-Boston
Montreal-Quebec

St. Louis-Chicago
Toronto-Detroit

Winnipeg-Vancouver
Los Angeles-Calgary

  Division Finals

Patrick
Adams
Norris
Smythe

  Conference Finals

Wales
Campbell


Stanley Cup winner


See previous post for scoring.  Good luck!

--
    Keith Keller				LET'S GO RANGERS!!!!!
						LET'S GO QUAKERS!!!!!
	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!",1
"
   [re: voyages of discovery...]
   Could you give examples of privately funded ones?

If you believe 1492 (the film), Columbus had substantial private
funds.  When Columbus asked the merchant why he put the money in, the
guy said (slightly paraphrased) , ""There is Faith, Hope and Charity.
But greater than these is Banking.""",2
"

Apparently not.

In response to his claim that it ""terrifies"" gay people not to be able
to ""indoctrinate children to our lifestyle"" (or words to that effect),
I sent Roger a very calm, carefully-written, detailed letter
explaining simply why the BSA policy does, indeed terrify me.  I did
not use inflammatory language and left myself extremely open for an
answer.  Thus far, I have not received an answer.  I can conclude only
that Roger considers his position either indefensible or simply not
worth defending.


In fact, that's exactly the point: people can control their behavior.
Because of that fact, there is no need for a blanket ban on
homosexuals.


You tell me.
",0
"NHL PLAYOFF RESULTS FOR 4/21/93.

--------------------------------------------------------------------------------

                  CONFERENCE SEMI-FINALS        BEST OF SEVEN
      PATRICK              ADAMS              NORRIS              SMYTHE
 
 NJ                  BUF   (leads 2-0)   STL   (leads 2-0)   WIN               
 PIT   (leads 2-0)   BOS                 CHI                 VAN   (leads 2-0)

 NYI   (tied  1-1)   MON                 TOR                 LA    (tied  1-1) 
 WAS                 QUE   (leads 2-0)   DET   (leads 2-0)   CAL              

--------------------------------------------------------------------------------

Toronto Maple Leafs                       0   1   1   -   2
Detroit Red Wings    (leads series 2-0)   1   3   2   -   6

1st period: DET, Lidstrom 1 - (Yzerman, Coffey) (pp) 4:06

2nd period: DET, Fedorov 1 - (sh) 0:43
	    DET, Yzerman 2 - (Coffey, Chiasson) (pp) 8:06
	    DET, Yzerman 3 - (Coffey, Sheppard) 17:40
	    TOR, Mironov 1 - (Gill, Gilmour) 19:10

3rd period: TOR, Gilmour 2 - (Anderson) 4:32
	    DET, Ysebaert 1 - (Kozlov) 5:51
	    DET, Drake 1 - (Kozlov, Kennedy) 18:33

Powerplay Opportunities-Maple Leafs 1 of 8
			Red Wings   2 of 7

Shots on Goal-	Maple Leafs  10   7  13  -  30
		Red Wings    16  11   3  -  30

Toronto Maple Leafs--Potvin (0-2) (30 shots - 24 saves)
Detroit Red Wings--Cheveldae (2-0) (30 shots - 28 saves)

ATT-19,875

--------------------------------------------------------------------------------

St. Louis Blues     (leads series 2-0)   2   0   0   -   2
Chicago BlackHawks                       0   0   0   -   0

1st period: STL, Hull 2 - (Brown, Janney) (pp) 7:38
	    STL, Lowry 1 - (sh) 13:53

2nd period: NONE

3rd period: NONE

Powerplay Opportunities-Blues      1 of 5
			BlackHawks 0 of 6

Shots on Goal-	Blues        9   3   5  -  17
		BlackHawks  16  19  12  -  47

St. Louis Blues--Joseph (2-0) (47 shots - 45 saves)
Chicago BlackHawks--Belfour (0-2) (17 shots - 15 saves)

ATT-17,339

--------------------------------------------------------------------------------

Los Angeles Kings  (series tied 1-1)   1   0   3   -   4
Calgary Flames                         0   5   4   -   9

1st period: LAK, Carson 3 - 1:11

2nd period: CAL, Otto 1 - (Roberts, MacInnis) 5:02
	    CAL, Yawney 2 - (Dahlquist, Ranheim) 8:02
	    CAL, Reichel 1 - (Fleury) (pp) 10:52
	    CAL, Nieuwendyk 1 - (Roberts, Musil) 13:47
	    CAL, Otto 2 - (Dahl) (sh) 19:37

3rd period: LAK, Carson 4 - (Granato, Shuchuk) 5:34
	    CAL, Reichel 2 - (Fleury, MacInnis) (pp) 7:23
	    CAL, Paslawski 1 - (Roberts, Nieuwendyk) 8:14
	    CAL, Fleury 1 - (MacInnis, Nieuwendyk) (pp) 10:37
	    LAK, Rychel 1 - (Blake) 11:56
	    LAK, Kurri 1 - (Gretzky, Zhitnik) (pp) 15:22
	    CAL, Suter 2 - (Skrudland, Berube) 19:15

Powerplay Opportunities-Kings  1 of 7
			Flames 3 of 6

SHots on Goal-	Kings   14   8   9  -  31
		Flames   9  16  15  -  40

Los Angeles Kings--Hrudey (1-1) (40 shots - 31 saves)
Calgary Flames--Vernon (1-1) (31 shots - 27 saves)

ATT-19,477

--------------------------------------------------------------------------------

Winnipeg Jets                           0   1   1   -   2
Vancouver Canucks  (leads series 2-0)   1   1   1   -   3

1st period: VAN, Ronning 2 - (Courtnall, Linden) 11:37

2nd period: VAN, Courtnall 1 -  6:05
	    WIN, Domi 1 - (King, Barnes) 6:48

3rd period: WIN, Numminen 1 - (Housley, Selanne) (pp) 0:30
	    VAN, Bure 1 - (Adams, Craven) 4:01

Powerplay Opportunities-Jets    1 of 4
			Canucks 0 of 3

Shots on Goal-	Jets      6  10   6  -  22
		Canucks  14   9   9  -  32

Winnipeg Jets--Essensa (0-2) (32 shots - 29 saves)
Vancouver Canucks--McLean (2-0) (22 shots - 20 saves)

ATT-15,729

--------------------------------------------------------------------------------
",1
"
It was a test of the first reusable tool.


Pointy so they can find them or so they will stick into their pants better, and
be closer to their brains?",2
"Detroit's going to beat Toronto in 6 or LESS!!!

 Granted, Gilmour should get the Hart Trophy, NOT Lemieux... Just
Look at what Gilmour did for Toronto.  When you think of Toronto,
who comes to mind, Gilmour, Andreychuk, Potvin...ah...did I mentio
n Gilmour?

Back to Detroit...  There really isn't a team that could stand up
to them if all the players on the team play to their potential,
no one could stop them.  Yzerman, Fedorov, Coffey, Lindstrom...
there's more firepower there than Pittsburgh... and they don't tri
p over their own skates!
-----------------------------------------------------------------------
  /------------/ Detroit over Toronto in 5     Patrick Walker
 / /--\------/   Detroit over Chicago in 6     University of New Bruns.
 ! !  !---/      Detroit over Vancouver in 6   Canada
 \ \__/ /        Detroit over Nords in 6       ""Disco Still Sucks!""",1
"

Roberts played in last night game against the Sharks and got a goal (38th)
and an assist.

This definitely bolsters Calgary's chances in the playoffs.


							Rahim Hirji


 ",1
"
During the regular season, when the intensity is down, not many teams
have forwards who will continually go and park themselves in front of
the opposing teams net...and the inadequacy of the Leafs defense in
this regard thus didn't matter...however, the playoffs are a different
story...every good team is going to have players who are going to
become potted plants in front of Potvin...and the Leafs relatively
unphysical defensive core will finally be exposed as weak an inept.

Hard work will go a long way during the regular season...almost
to 100 points...and the Leafs deserve credit for that...but in the 
playoffs talent matters, because everyone begins working hard.",1
"
The rumour was basically everywhere in Toronto based on reports
that Keenan has told both San Jose and Philadelphia that he
was no longer interested in pursuing further negotiations with
either team. 

The Ranger announcement is supposed to happen tomorrow supposedly.

The Rangers have so many veterans that they had to get a coach
with ""weight"" and a proven record...and whom they know Messier respects.",1
"
	I loved the ABC coverage. The production was excellent. The appearance
was excellent. It had a sleek modern look. This was the first time I heard
Thorne & Clement & I thought they were great. My only request is to leave
Al Micheals out of this. He annoys me. 
	I'm hoping this leads to a regular-season contract. My guess would
be is that it will be roughly a weekly game from Feb.-April and then the 
playoffs. I envy you Canadians with your TSN & CBC. Maybe I'll get a dish
to pick up Canadian TV. How much are those things, BTW?
",1
"if
team! 
Yeah but Soderstrom's mask has always appeared to be a lot bigger than the  
average helmet-and-cage variety.  It has a certain appeal on its own

josh
",1
"
	Or a Caps fan residing in Atlanta, where they DONT EVEN TELL
THE F&@(*@CKING PLAYOFF SCORES ON THE NEWS!!!!!
",1
"

  Listen guys you can talk about this the whole playoffs.  I'm here in a
small town in southern Illinois at school.  I'm from Canada and I know
that cbc and tsn have games on every night,  all you have to do is go to
a bar with a satellite.  I have watched both games between Mon Que and
toronto and detroit,  not to mention Van vs Winn and with cbc.  They
show all goals from every game that evening so I haven't missed a goal
all playoffs.  Well have to go boy leafs are on Ciao.",1
"
	Well, Druce pretty much sucked when he was with the Caps. He had one
good **playoffs** (not season). oh well. The Caps are notorious for making
stupid trades anyway, as can be seen with the Cicarelli and Hrivnak trades.
Sigh.
	In another note... I'd have to say the Caps biggest surprise was 
Cote, as many Caps fans had been expecting a lot from Bondra already.
 

",1
"
Back in January and February there were several articles (Wash Post, Time...)
saying that NASA was ""considering"" the option just as it is now ""considering""
a followup mission 6-12 months after the servicing mission.  However, the
down time was estimated to be a year+ (servicing, checkout, sceheduling
and training another shuttle, orbit verification...) and to be quite
expensive.  I think it may have been more a mental exercise than a
real plan.  Don't know.
 

----------------------------------------------------------------------------
Robert Dempsey                                 (410) 338-1334
STScI/PODPS                                                                   

""He which hath no stomach for this fight, Let him depart; his passport
shall be made, and crowns for convoy put into his purse: We would not die
in this man's company that fears his fellowship to die with us."" -Shakespeare",2
